listing_id,make,model,year,price_inr,km_driven,fuel,payload_kg,gvw_kg,vehicle_category,weight_class,body_type,axle_count,city,papers_verified,condition,purpose_tags,spec_source_url
VEH-000464,Eicher,Pro 6028TM,2017,1350000,310102,Diesel,16500,28000,rigid_truck,heavy,tipper,3,Chennai,true,good,construction|concrete|infrastructure|roadwork,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6028tm-224kw
VEH-000465,Tata,Ace Gold,2023,395000,101919,Diesel,900,1835,mini_truck,light,open,2,Chennai,true,excellent,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000466,Eicher,Pro 6048XP,2024,4345000,30028,Diesel,34000,47500,rigid_truck,heavy,flatbed,5,Kolkata,true,good,long_haul|industrial_goods|steel|market_transport,https://www.eichertrucksandbuses.com/heavy-duty-trucks/haulage/pro-6048xp
VEH-000467,Mahindra,Blazo X 48,2025,4595000,25546,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Delhi,true,excellent,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000468,Tata,Intra V30 Gold,2021,395000,100806,Diesel,1500,2775,pickup,light,open,2,Mumbai,true,good,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000469,Mahindra,Furio 10,2024,1530000,73602,Diesel,6000,10350,rigid_truck,intermediate,box,2,Pune,true,excellent,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000470,Ashok Leyland,Bada Dost i5+,2021,440000,110559,Diesel,2114,3800,pickup,light,flatbed,2,Bengaluru,true,fair,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000471,Mahindra,Furio 10,2022,1085000,56025,Diesel,6000,10350,rigid_truck,intermediate,box,2,Pune,true,fair,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000472,Ashok Leyland,Bada Dost i6,2015,315000,273367,Diesel,2357,4100,pickup,light,open,2,Delhi,true,excellent,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000473,BharatBenz,1015R,2017,665000,285646,Diesel,,10600,rigid_truck,intermediate,box,2,Jaipur,true,good,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000474,Ashok Leyland,Bada Dost i5+,2017,365000,94676,Diesel,2114,3800,pickup,light,flatbed,2,Delhi,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000475,Tata,Signa 4825.TK,2017,1880000,223074,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Delhi,true,excellent,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000476,Eicher,Pro 2059 Plus,2020,605000,79475,Diesel,,7490,rigid_truck,intermediate,open,2,Mumbai,true,good,city_delivery|last_mile|ecommerce|fmcg,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/light-duty/pro-2059
VEH-000477,Eicher,Pro 2059 Plus,2016,370000,267303,Diesel,,7490,rigid_truck,intermediate,open,2,Pune,true,good,city_delivery|last_mile|ecommerce|fmcg,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/light-duty/pro-2059
VEH-000478,Tata,Ace Gold,2020,275000,110164,CNG,660,1630,mini_truck,light,box,2,Pune,true,good,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000479,Eicher,Pro 2118,2018,795000,180264,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Mumbai,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000480,Tata,Intra V50,2023,600000,65267,Diesel,1500,2940,pickup,light,flatbed,2,Chennai,false,good,regional_delivery|construction|industrial_goods,https://smalltrucks.tatamotors.com/sites/default/files/product/brochure/Intra_V50%20Brochure%20Low%20res.pdf
VEH-000481,Tata,Signa 4825.TK,2016,1670000,256897,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Ahmedabad,true,good,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000482,BharatBenz,4828RT,2015,1450000,302862,Diesel,36350,47500,rigid_truck,heavy,tipper,5,Hyderabad,false,good,mining|construction|coal|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/4828rt_74.pdf
VEH-000483,Ashok Leyland,Bada Dost,2017,290000,93609,CNG,1246,2880,mini_truck,light,reefer,2,Surat,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000484,Tata,Ultra T.16,2017,850000,110341,Diesel,11000,16140,rigid_truck,medium,container,2,Chennai,false,excellent,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000485,Eicher,Pro 2118,2020,1250000,48078,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Pune,true,good,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000486,Mahindra,Jeeto Strong Diesel,2019,155000,197941,Diesel,815,1605,mini_truck,light,box,2,Hyderabad,true,fair,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000487,Eicher,Pro 6048T,2014,1235000,207380,Diesel,32500,47500,rigid_truck,heavy,tipper,5,Bengaluru,true,good,mining|construction|coal|aggregates,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6048T
VEH-000488,Tata,Signa 4932.T,2017,1665000,137147,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Pune,false,fair,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000489,BharatBenz,1015R,2016,635000,82235,Diesel,,10600,rigid_truck,intermediate,box,2,Mumbai,true,excellent,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000490,Tata,Intra V10,2023,430000,62647,Diesel,1000,2120,mini_truck,light,flatbed,2,Bengaluru,true,fair,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000491,Ashok Leyland,Bada Dost i5+,2018,395000,162147,Diesel,2114,3800,pickup,light,flatbed,2,Mumbai,true,excellent,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000492,Ashok Leyland,Partner 6 Tyre,2023,750000,86426,Diesel,4885,7490,rigid_truck,intermediate,open,2,Delhi,false,fair,city_delivery|regional_delivery|logistics|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/partner/specification?productId=1645
VEH-000493,BharatBenz,1015R,2016,525000,282892,Diesel,,10600,rigid_truck,intermediate,box,2,Surat,false,fair,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000494,Ashok Leyland,Bada Dost i4,2018,290000,158924,Diesel,1825,3490,pickup,light,container,2,Kolkata,false,fair,regional_delivery|construction|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i41/specification
VEH-000495,Ashok Leyland,Bada Dost i5+,2017,340000,125081,Diesel,2114,3800,pickup,light,flatbed,2,Hyderabad,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000496,Tata,Intra V10,2024,520000,14541,Diesel,1000,2120,mini_truck,light,flatbed,2,Bengaluru,true,fair,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000497,Ashok Leyland,Dost XL,2016,195000,212802,Diesel,1400,2625,mini_truck,light,flatbed,2,Mumbai,true,fair,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000498,Ashok Leyland,Bada Dost i4,2017,290000,86711,Diesel,1825,3490,pickup,light,container,2,Ahmedabad,true,fair,regional_delivery|construction|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i41/specification
VEH-000499,Ashok Leyland,Bada Dost,2019,335000,132446,CNG,1246,2880,mini_truck,light,reefer,2,Pune,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000500,Tata,Signa 4932.T,2019,2470000,76066,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Mumbai,true,fair,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000501,Eicher,Pro 2059 Plus,2022,760000,36137,Diesel,,7490,rigid_truck,intermediate,open,2,Mumbai,true,fair,city_delivery|last_mile|ecommerce|fmcg,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/light-duty/pro-2059
VEH-000502,BharatBenz,1917R,2020,1390000,119540,Diesel,10000,18500,rigid_truck,medium,tanker,2,Delhi,false,excellent,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000503,Mahindra,Jeeto Strong Diesel,2016,150000,212164,Diesel,815,1605,mini_truck,light,box,2,Ahmedabad,true,good,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000504,Ashok Leyland,Bada Dost,2017,255000,188232,CNG,1246,2880,mini_truck,light,reefer,2,Chennai,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000505,Tata,Signa 4932.T,2014,1385000,181372,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Delhi,true,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000506,Ashok Leyland,Bada Dost,2016,245000,336870,CNG,1246,2880,mini_truck,light,reefer,2,Hyderabad,true,excellent,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000507,BharatBenz,4828RT,2016,1485000,176807,Diesel,36350,47500,rigid_truck,heavy,tipper,5,Hyderabad,true,good,mining|construction|coal|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/4828rt_74.pdf
VEH-000508,Eicher,Pro 6048XP,2016,1410000,298108,Diesel,34000,47500,rigid_truck,heavy,flatbed,5,Nagpur,false,good,long_haul|industrial_goods|steel|market_transport,https://www.eichertrucksandbuses.com/heavy-duty-trucks/haulage/pro-6048xp
VEH-000509,Eicher,Pro 2118,2025,2150000,17169,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Delhi,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000510,Ashok Leyland,Partner 6 Tyre,2016,400000,147322,Diesel,4885,7490,rigid_truck,intermediate,open,2,Indore,true,good,city_delivery|regional_delivery|logistics|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/partner/specification?productId=1645
VEH-000511,Mahindra,Bolero Pik-Up,2020,380000,170238,Diesel,1700,3490,pickup,light,open,2,Kolkata,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000512,Tata,Intra V50,2014,225000,381392,Diesel,1500,2940,pickup,light,flatbed,2,Pune,true,good,regional_delivery|construction|industrial_goods,https://smalltrucks.tatamotors.com/sites/default/files/product/brochure/Intra_V50%20Brochure%20Low%20res.pdf
VEH-000513,Mahindra,Bolero Pik-Up,2016,265000,71782,Diesel,1700,3490,pickup,light,open,2,Mumbai,true,good,regional_delivery|agriculture|construction,https://auto.mahindra.com/on/demandware.static/-/Sites-amc-Library/en_IN/-/media/project/mahindra/dotcom/mahindra/in-news---home/pr/brochure/1st.pdf
VEH-000514,BharatBenz,3528C,2021,2330000,148191,Diesel,20600,35000,rigid_truck,heavy,tipper,4,Indore,true,good,mining|construction|infrastructure|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/3528c-truck.pdf
VEH-000515,Eicher,Pro 6028TM,2018,1430000,237905,Diesel,16500,28000,rigid_truck,heavy,tipper,3,Mumbai,true,good,construction|concrete|infrastructure|roadwork,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6028tm-224kw
VEH-000516,Tata,Ultra T.16,2015,630000,294724,Diesel,11000,16140,rigid_truck,medium,container,2,Ahmedabad,true,good,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000517,Ashok Leyland,AVTR 4825 10x2,2021,3040000,52443,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Ahmedabad,true,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000518,Tata,Intra V30 Gold,2016,240000,141496,Diesel,1500,2775,pickup,light,open,2,Delhi,true,good,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000519,Tata,Intra V30 Gold,2021,405000,63872,Diesel,1500,2775,pickup,light,open,2,Pune,true,fair,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000520,Tata,Ace Gold,2015,185000,325929,Diesel,900,1835,mini_truck,light,open,2,Indore,false,excellent,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000521,Mahindra,Jeeto Strong Diesel,2018,185000,254168,Diesel,815,1605,mini_truck,light,box,2,Nagpur,true,good,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000522,Ashok Leyland,Bada Dost i4,2023,735000,29699,Diesel,1825,3490,pickup,light,container,2,Mumbai,true,good,regional_delivery|construction|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i41/specification
VEH-000523,Mahindra,Blazo X 48,2018,1925000,105023,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Mumbai,true,good,mining|construction|coal|aggregates,https://www.mahindratruckandbus.com/english/pdf/hcv/blazo_48_tipper.pdf
VEH-000524,Eicher,Pro 2059 Plus,2020,565000,198954,Diesel,,7490,rigid_truck,intermediate,open,2,Delhi,false,excellent,city_delivery|last_mile|ecommerce|fmcg,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/light-duty/pro-2059
VEH-000525,Tata,Intra V10,2018,235000,149781,Diesel,1000,2120,mini_truck,light,flatbed,2,Surat,true,good,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000526,Tata,Intra V10,2016,200000,263424,Diesel,1000,2120,mini_truck,light,flatbed,2,Delhi,true,excellent,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000527,Tata,Intra V10,2014,175000,152709,Diesel,1000,2120,mini_truck,light,flatbed,2,Mumbai,false,excellent,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000528,BharatBenz,1917R,2014,725000,251546,Diesel,10000,18500,rigid_truck,medium,tanker,2,Hyderabad,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000529,Tata,Ultra T.16,2022,1020000,121631,Diesel,11000,16140,rigid_truck,medium,container,2,Kolkata,true,fair,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t16
VEH-000530,Ashok Leyland,Bada Dost,2021,505000,73240,CNG,1246,2880,mini_truck,light,reefer,2,Indore,true,excellent,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000531,Mahindra,Furio 10,2023,1200000,89861,Diesel,6000,10350,rigid_truck,intermediate,box,2,Kolkata,true,good,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000532,Ashok Leyland,Bada Dost i4,2021,440000,123617,Diesel,1825,3490,pickup,light,container,2,Surat,true,excellent,regional_delivery|construction|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i41/specification
VEH-000533,BharatBenz,1917R,2019,1315000,57131,Diesel,10000,18500,rigid_truck,medium,tanker,2,Chennai,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000534,Eicher,Pro 2118,2021,1135000,128749,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Ahmedabad,true,fair,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000535,Tata,Ace Gold,2023,410000,82864,CNG,660,1630,mini_truck,light,box,2,Kolkata,true,good,city_delivery|last_mile|fmcg|vegetable_delivery,https://smalltrucks.tatamotors.com/assets/smalltrucks/files/2025-01/ACE%20GOLD%20CNG.pdf
VEH-000536,Tata,Ace Gold,2024,530000,48148,Diesel,900,1835,mini_truck,light,open,2,Kolkata,true,excellent,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000537,Tata,Intra V10,2024,500000,71627,Diesel,1000,2120,mini_truck,light,flatbed,2,Kolkata,true,good,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000538,Ashok Leyland,Bada Dost,2023,670000,20577,CNG,1246,2880,mini_truck,light,reefer,2,Jaipur,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000539,Eicher,Pro 6048T,2017,1440000,166114,Diesel,32500,47500,rigid_truck,heavy,tipper,5,Hyderabad,true,fair,mining|construction|coal|aggregates,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6048T
VEH-000540,BharatBenz,1917R,2019,1225000,188369,Diesel,10000,18500,rigid_truck,medium,tanker,2,Ahmedabad,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000541,Tata,Intra V50,2020,350000,113544,Diesel,1500,2940,pickup,light,flatbed,2,Surat,false,good,regional_delivery|construction|industrial_goods,https://smalltrucks.tatamotors.com/sites/default/files/product/brochure/Intra_V50%20Brochure%20Low%20res.pdf
VEH-000542,Ashok Leyland,Dost XL,2017,285000,81437,Diesel,1400,2625,mini_truck,light,flatbed,2,Pune,true,good,city_delivery|regional_delivery|logistics,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/dost-xl/specification
VEH-000543,Ashok Leyland,AVTR 4825 10x2,2025,5100000,24322,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Bengaluru,true,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000544,Eicher,Pro 2118,2019,1040000,93963,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Kolkata,false,good,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000545,Eicher,Pro 6048T,2021,2150000,164002,Diesel,32500,47500,rigid_truck,heavy,tipper,5,Surat,true,fair,mining|construction|coal|aggregates,https://www.eichertrucksandbuses.com/heavy-duty-trucks/tipper/pro-6048T
VEH-000546,Ashok Leyland,Bada Dost i5+,2018,355000,220592,Diesel,2114,3800,pickup,light,flatbed,2,Pune,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000547,Tata,Signa 4825.TK,2023,4270000,30343,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Mumbai,true,excellent,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000548,Tata,Intra V30 Gold,2020,330000,118314,Diesel,1500,2775,pickup,light,open,2,Bengaluru,true,fair,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000549,Tata,Intra V10,2025,680000,19038,Diesel,1000,2120,mini_truck,light,flatbed,2,Delhi,false,excellent,city_delivery|market_transport|logistics,https://smalltruckstest.tatamotors.com/tata-intra-v10
VEH-000550,Tata,Signa 4825.TK,2024,4460000,73461,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Delhi,false,good,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000551,Ashok Leyland,Bada Dost i6,2024,850000,54314,Diesel,2357,4100,pickup,light,open,2,Indore,false,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000552,Ashok Leyland,Bada Dost i6,2025,955000,39489,Diesel,2357,4100,pickup,light,open,2,Hyderabad,true,good,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000553,Ashok Leyland,AVTR 4825 10x2,2024,4220000,33554,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Pune,true,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000554,Tata,Signa 4825.TK,2025,5145000,30872,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Bengaluru,true,good,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000555,Tata,Ace Gold,2015,150000,285857,Diesel,900,1835,mini_truck,light,open,2,Mumbai,true,fair,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000556,Ashok Leyland,Bada Dost,2024,700000,24098,CNG,1246,2880,mini_truck,light,reefer,2,Hyderabad,true,good,city_delivery|fmcg|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-cng/specification
VEH-000557,Ashok Leyland,AVTR 4825 10x2,2025,4805000,28715,Diesel,32000,47500,rigid_truck,heavy,tipper,5,Mumbai,true,good,construction|coal|aggregates|roadwork,https://www.ashokleyland.com/in/pressrelease/ashok-leyland-launches-avtr-4825-10x2-tipper-with-tandem-dummy-axle
VEH-000558,Mahindra,Furio 10,2014,460000,243925,Diesel,6000,10350,rigid_truck,intermediate,box,2,Kolkata,true,excellent,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
VEH-000559,BharatBenz,3528C,2023,3665000,31247,Diesel,20600,35000,rigid_truck,heavy,tipper,4,Ahmedabad,true,good,mining|construction|infrastructure|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/3528c-truck.pdf
VEH-000560,BharatBenz,3528C,2019,2030000,189015,Diesel,20600,35000,rigid_truck,heavy,tipper,4,Kolkata,true,excellent,mining|construction|infrastructure|aggregates,https://www.bharatbenz.com/uploads/truck_brochure/3528c-truck.pdf
VEH-000561,BharatBenz,1917R,2017,930000,295903,Diesel,10000,18500,rigid_truck,medium,tanker,2,Ahmedabad,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000562,Ashok Leyland,Bada Dost i5+,2020,480000,55640,Diesel,2114,3800,pickup,light,flatbed,2,Nagpur,true,good,heavy_delivery|construction|industrial_goods,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i5-lx-2/specification
VEH-000563,Tata,Ace Gold,2018,260000,91308,Diesel,900,1835,mini_truck,light,open,2,Chennai,true,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000564,Eicher,Pro 2118,2025,2245000,17210,Diesel,12800,18000,rigid_truck,medium,flatbed,2,Nagpur,true,good,regional_delivery|construction|industrial_goods|market_transport,https://www.eichertrucksandbuses.com/light-medium-duty-trucks/medium-duty/pro-2118
VEH-000565,Tata,Signa 4932.T,2018,2180000,293005,Diesel,35300,49000,rigid_truck,heavy,flatbed,5,Jaipur,false,good,long_haul|industrial_goods|steel|market_transport,https://trucks.tatamotors.com/assets/trucks/files/2026-01/tata-signa-4932t.pdf
VEH-000566,Tata,Signa 4825.TK,2016,1655000,169524,Diesel,38000,47500,rigid_truck,heavy,tipper,5,Mumbai,true,good,mining|construction|coal|aggregates,https://www.tatamotors.com/press-releases/tata-motors-introduces-indias-largest-tipper-truck-the-signa-4825-tk/
VEH-000567,Tata,Ultra T.9,2014,425000,189785,Diesel,,9150,rigid_truck,intermediate,open,2,Delhi,true,excellent,regional_delivery|ecommerce|fmcg|industrial_goods,https://trucks.tatamotors.com/ultra/tata-ultra-t9
VEH-000568,Ashok Leyland,Bada Dost i6,2017,310000,218362,Diesel,2357,4100,pickup,light,open,2,Chennai,true,fair,heavy_delivery|construction|regional_delivery,https://www.ashokleyland.com/in/lightvehicles/smallcommercialvechicles/bada-dost-i6-lx/specification
VEH-000569,Tata,Ace Gold,2023,410000,85617,Diesel,900,1835,mini_truck,light,open,2,Delhi,false,good,city_delivery|logistics|construction,https://smalltrucks.tatamotors.com/tata-ace-gold-diesel
VEH-000570,Mahindra,Jeeto Strong Diesel,2020,205000,194520,Diesel,815,1605,mini_truck,light,box,2,Kolkata,true,good,city_delivery|last_mile|vegetable_delivery,https://mahindralastmilemobility.com/jeeto-strong-diesel-cargo
VEH-000571,BharatBenz,1917R,2022,1660000,108225,Diesel,10000,18500,rigid_truck,medium,tanker,2,Kolkata,true,good,regional_delivery|fuel_transport|water_transport|industrial_goods,https://www.bharatbenz.com/trucks/mdt-specifications-1917r-73
VEH-000572,BharatBenz,1015R,2025,1740000,24400,Diesel,,10600,rigid_truck,intermediate,box,2,Mumbai,false,good,regional_delivery|fmcg|cold_chain|market_transport,https://www.bharatbenz.com/trucks/mdt-specifications-1015r-41
VEH-000573,Tata,Intra V30 Gold,2022,450000,55749,Diesel,1500,2775,pickup,light,open,2,Pune,true,fair,regional_delivery|construction|logistics,https://smalltrucks.tatamotors.com/tata-intra-v30-gold
VEH-000574,Mahindra,Furio 10,2023,1305000,25577,Diesel,6000,10350,rigid_truck,intermediate,box,2,Pune,true,good,regional_delivery|ecommerce|fmcg|parcel_delivery,https://www.mahindratruckandbus.com/english/pdf/icv/furio-10.pdf
